stock,currentValue,VaR95,ES95,VaR99,ES99,Standard_Dev,min,max,mean
DE,379.55999755859375,12.729390331116747,18.67030767405497,21.53625190886237,29.413137676237103,8.183332437602397,-94.70889275857434,75.86810037974533,-0.3411360552718508
MU,97.36000061035156,3.838003368230133,5.560483482089179,6.449351718776455,9.099084231374848,2.435513381020088,-25.142076063235038,17.353781927556398,-0.16928086227129194
SPGI,432.3599853515625,10.754760235549327,14.067912026328932,15.653286946446372,20.293118956746603,6.5657852080255905,-67.21066024639418,30.557312802017805,-0.1445934904517261
MMM,178.74000549316406,3.178189455332955,3.933054607622037,4.4889726837483295,4.893990823933468,1.8765033476957336,-6.521391672346709,7.551202607970424,-0.03089808822724679
NOW,531.02001953125,24.662244927087386,31.832074114486872,36.333162544952586,43.59479620345508,15.621827217141764,-67.83538262956415,105.5520271510843,0.8891706891781649
BKNG,2450.949951171875,93.00374173372393,131.24597030167124,151.0485672932482,195.6763042460989,56.211355205363546,-379.13574786387653,420.7675393523523,-4.983576704955092
F,25.190000534057617,1.3860399105575745,2.1192978293856606,2.386967655416054,3.6746226059891485,0.9175346220247925,-16.720958353391477,17.181214746174106,-0.15469825919605493
ADP,228.75,4.588027429076533,5.7495178586032,6.411234717131123,7.3964258225596184,2.799877141422646,-10.96945406522741,10.557905896335626,-0.019974235744756163
ZTS,206.17999267578125,4.361898656408044,6.071242511534174,6.8725247241037835,9.298685572677703,2.9830162989635816,-14.744870089117683,21.082061851029323,0.29567825471376913
LRCX,729.8200073242188,26.448133502036285,37.0355843036761,43.52804419179495,56.07157566290445,17.75677577861304,-113.52679279153415,162.0844789841177,0.7300384296813196
PNC,222.1999969482422,6.548363922777895,12.28866253211699,13.676871445896438,26.318336206848553,6.302939355913726,-99.41417555068098,225.71304389910415,-0.6601573796007693
MDLZ,68.0999984741211,1.0604580215221944,1.4258355883616962,1.6401379129575986,1.9883091250315648,0.6621822062267446,-4.025891178014433,3.102790895213019,0.006385123921089798
MO,50.810001373291016,0.9523564579299446,1.4824450746407007,1.7131640586960017,2.470809917093042,0.6549708163724185,-6.929415126147248,4.225820632879426,0.031195810586495235
ADI,172.0,4.077133365409054,5.515598238850611,6.139727681991474,8.001512603481231,2.725846811642464,-15.98205357234275,14.263659434794477,0.3020135507386355
GILD,71.7699966430664,1.043568128953055,1.615306381538583,1.913804085596425,2.6619468231403847,0.7364875491146904,-5.088562737062716,8.097757212999412,0.04121111117638051
LMT,372.6199951171875,5.575918060014885,10.379158973144355,12.5908061283846,21.11316501851934,4.796242930762756,-57.554269632463615,53.628132624117995,0.8133518684414468
SYK,266.7099914550781,6.84023204974045,8.598398786886094,9.62436892691079,11.297363148359217,4.2123448806136965,-15.122788266195613,15.53528952559185,0.00625260789584803
GM,61.099998474121094,2.7870173033066976,4.034500200026597,4.55200306742497,6.744687537298626,1.756438666800499,-15.90754585346739,18.83563660795396,-0.16780748227910441
TFC,67.41000366210938,1.8669620823807094,2.385891852583821,2.7367322388444393,3.182590302393073,1.1427337787601912,-4.583866011648006,4.272275684397215,0.015241918894323553
TJX,71.18000030517578,1.8742131633842263,2.558902627458908,2.9420507023345976,3.6376994294263585,1.162286962717633,-6.719288969076729,6.487135585801923,-0.029597885476518832
Total,32943.076959609985,567.0835075017238,716.1825762790203,805.497034792028,927.8635144829911,343.40701300303743,-1221.1011594559982,1210.1809774892204,0.8323452412787051
